title_1,title_2,title_3,title_4,bold_terms,sources,urls,references,definition,organization,country,year
ACTION TERMS,AFFORESTATION,Land Cover,,,World Bank 2000,http://www.holz.uni-goettingen.de/ek/woodsat/pdf/worldbankforestry.pdf,,Also reafforestation) Establishment of a tree crop in an area from which it has always or long been absent,World Bank,,2000
ACTION TERMS,AFFORESTATION,Land Cover,,- Local Arabic term,Yemen,,,"Local Arabic term : Tashjeer or Tahreej) Artificial creation (by man) of a forest on an land. Mohammed Ellatifi, m.ellatifi@ellatifi.8m.com",,Yemen,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.deltaenviro.org.za/resources/envirofacts/afforestation.html,,"Afforestation is the planting of trees for commercial purposes, usually on land supporting non-forest veld types, e.g. grassland or fynbos",,,
ACTION TERMS,AFFORESTATION,Land Cover,,,stocking,,,An establishment system that consists in seeding or planting forest trees in order to create a new forest ecosystem. Lorenzo Ciccarese ciccarese@anpa.it,stocking,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.grida.no/climate/ipcc/tectran/362.htm,,Artificial establishment of forest stands on lands that previously have not supported forests for more than 50 years,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.bugwood.caes.uga.edu/glossary/,,Conversion of bare land into forest land by planting of forest trees,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.lehigh.edu/~kaf3/books/reporting/glossary.html,,Conversion of bare or cultivated land into forest,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.gcrio.org/OnLnDoc/senate_epw990603.html,,"Conversion of non-forest to forest on lands that have, historically, not contained forests and did not in 1990",,,
ACTION TERMS,AFFORESTATION,Land Cover,,,the Forest Act,,,"Creation of forest plantation on the lands which previously were not covered by forest. The establishment of forest stand. [Source: Act on Forests and Amendments to Some Acts dated 3 November 1995. Ministry of Agriculture of the Czech Republic. Prague, 1996. 58 pp. From: ""Maksym Polyakov"" <mpoliak@pcomp.usau.kiev.ua Date: Mon, 15 Jun 1998 11:32:47 +0300 (MSD)]",the Forest Act,,
ACTION TERMS,AFFORESTATION,Land Cover,,,Hibberd 1991a,,,"Creation of new forest by planting"" . Lorenzo Ciccarese ciccarese@anpa.it",Hibberd a,,1991
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.plant-a-tree-today.org/webcontrol/ShowPicture.asp?Status=ShowLibraryPDF&LiId=40,,"Direct human-induced conversion of non-forested land to forested land. In the context of the Kyoto Protocol to the UNFCCC, afforestation can take place on land not covered by forest for a period of at least 50 years",,,
ACTION TERMS,AFFORESTATION,Land Cover,,,"L, 236",http://info.sjc.ox.ac.uk/forests/glossary.htm,,Establish a tree crop on an area which has not carried wood for some time,"L, 236",,
ACTION TERMS,AFFORESTATION,Land Cover,,,EDT,,,"Establishing new forests on lands which have not contained forests before. [From: ""Igor Yakovlev"" yakovlev@mari-el.ru Date: Wed, 10 Jun 1998 02:51:19 -0400 ]",EDT,,
ACTION TERMS,AFFORESTATION,Land Cover,,,Schlamadinger 1998,,,"Establishing new forests on lands which, historically, have not contained forests",Schlamadinger,,1998
ACTION TERMS,AFFORESTATION,Land Cover,,,WWF/IUCN 1996,,,Establishment of forest on unforested lands or areas that have been deforested for at least 30 years,WWF/IUCN,,1996
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://epdweb.engr.wisc.edu/dmc/courses/hazards/BB02-apx1.html,,"Forestation -- the establishment of a forest, either natural or human-made, on an area that previously have had none",,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.usask.ca/agriculture/caedac/dbases/glossary.htm; http://www.undp.org/seed/forest/pdf/InnovatForesFinanc.pdf,,Generally refers to the planting of trees on ground where trees have never existed or were last present hundreds of years ago. Afforestation carbon offset projects bear an additional burden of showing ecological compatibility. and,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.forestry.gov.uk/forestry/hcou-4ubj75,,Growing or planting of new woods or forests,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://greenplanet.eolss.net/EolssLogn/mss/C09/E4-27/E4-27-08/E4-27-08-04/E4-27-08-04-TXT.aspx#Glossary_,,"Human-induced conversion of land to forest, where the land has not been forested for a period of at least fifty years",,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.eia.doe.gov/oiaf/1605/vr95rpt/gloss.html; http://www.epa.gov/globalwarming/publications/outreach/general/glossary.pdf; http://www.theadvisorygroup.com/PDF2/publications/Carbon%20Sequestration%20Paper.pdf,,Planting of new forests on lands that have not been recently forested. and and,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,IPCC 1996,,,"Planting of new forests on lands which, historically, have not contained forests. These newly created forests are included in the category Changes in Forest and Other Woody Biomass Stocks in the Land Use Change and Forestry module of the emissions inventory calculations",IPCC,,1996
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.sfrc.ufl.edu/Extension/ssfor11.htm,,"Planting or seeding trees in an area previously devoid of trees, for example, pastures and agricultural fields",,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.rona.unep.org/action/ap1.htm,,Planting trees where there were none before,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://fiesta.bren.ucsb.edu/~idgec/publications/reports/forest.pdf,,Process of establishing forests on previously non-forested lands,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.graylab.ac.uk/cgi-bin/omd?afforestation,,The act of converting into forest or woodland,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.christiantech.com/cgi-bin/webster.exe?search_for_cgi-bin/texts/web1828=afforestation,,The act of turning ground into forest or wood land,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://harp.gsfc.nasa.gov/v0ims/glossary.of.terms.html; http://www.windows.umich.edu/glossary/glossary_afforestation.html,,The act or process of establishing a forest especially on land not previously forested. [Source: WWWebster Dictionary and EPO. and,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.doc.mmu.ac.uk/aric/diction.html,,The conversion of non-forested areas to forest by tree planting,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,diameter at breast height,http://www.ci.rockville.md.us/cityprojects/envguide/eggloss.htm,,"The creation on a tract that is not presently in forest cover, of a biological community dominated by trees and other woody plants, at a density of at least 100 trees per acre with at least 50 percent of the trees having the capability of growing to a diameter, at 4.5 feet above the ground , of 2 inches or more within seven years",diameter at breast height,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://europa.eu.int/comm/development/forests/en/en4_6.htm,,"The establishment of a more or less contiguous tree cover, normally by planting, in areas which have previously been without trees",,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.dnr.state.md.us/criticalarea/glossary.html,,The establishment of a tree crop on an area from which it has always or very long been absent,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://biology.usgs.gov/s+t/SNT/noframe/zy198.htm,,The establishment of forest by natural succession or by the planting of trees on land where they did not grow formerly,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,"Source: Mintzer, 1992",http://www.globalchange.org/glossall/glossa-c.htm,,The establishment of forest cover on land not previously forested. Afforestation may be necessary to increase the net capacity of Earth's forests to absorb CO2 and other greenhouse gases,"Source: Mintzer,",,1992
ACTION TERMS,AFFORESTATION,Land Cover,,,Prüller 1998,,,The establishment of forest on a previously non-forested site,Prüller,,1998
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.forestry.sa.gov.au/pdf/glossary.pdf,,The planting of a crop or plantation of trees on land not currently covered with forest,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.bugwood.caes.uga.edu/glossary/,,"The planting of a forest crop on land that has not previously, or not recently, carried a forest crop",,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.dnr.state.md.us/criticalarea/glossary.html,,The planting of open areas which are not presently in forest cover,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.deltaenviro.org.za/resources/envirofacts/afforestation.html,,"The planting of trees for commercial purposes, usually on land supporting non-forest veld types, e.g. grassland or fynbos. Source",,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.wrm.org.uy/actors/WB/1991policy3.html,,The planting of trees in unforested areas,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.climateservices.com/glossary.htm,,The planting of trees on ground where trees have never existed or were last present hundreds of years ago. Afforestation carbon offset projects bear an additional burden of showing ecological compatibility,,,
ACTION TERMS,AFFORESTATION,Land Cover,,,,http://www.harcourt.com/dictionary/def/2/6/7/5/267500.html,,"The process of converting bare or cultivated land into forest, by planting seeds or transplanting seedlings or mature trees",,,
ACTION TERMS,AFFORESTATION,Land Cover,,,open land,http://www.geocities.com/RainForest/Andes/7292/Terms.html,,To convert into a forest by planting trees,open land,,
ACTION TERMS,AFFORESTATION,Land Cover,,,open land,http://www.allwords.com/query.asp#AHD,,To convert into a forest by planting trees or their seeds,open land,,
ACTION TERMS,AFFORESTATION,Land Cover,,,Hibberd 1991b,,,"Upland afforestation - A sudden and fundamental change of vegetation from moorland and bog to woodland""",Hibberd b,,1991
ACTION TERMS,AFFORESTATION,Land Cover,,,Setiadi 1996,,,When revegetation is established outside the forest areas . Lorenzo Ciccarese ciccarese@anpa.it,Setiadi,,1996
ACTION TERMS,AFFORESTATION,Land Cover and Use,,Neubewaldung,Austria,,,"A land use change from different uses to forests. Both natural regeneration and artificial planting count as afforestation. (Austrian Forestry Act (Federal Legal Gazette no. 440/1975, as amended Federal Legal Gazette 231/1977, 142/1978 and 576/1987) From: Weiss Peter weissp@ubavie.gv.at",,Austria,
ACTION TERMS,AFFORESTATION,Land Cover and Use,,,Canada,http://nrcan.gc.ca/cfs/proj/ppiab/sof/sof.html,,"The establishment of a tree crop on an area from which it has always or very long been absent. Where such establishment fails and is repeated, the latter may properly be termed ""reafforestation""",,Canada,
ACTION TERMS,AFFORESTATION,Land Cover and Use,,,Denmark,,,"Planting of agriculture-land with a forest obligation written in the cadastre. (From: PMP@sns.dk Date: Tue, 29 Sep 1998 09:31:59 +0100",,Denmark,
ACTION TERMS,AFFORESTATION,Land Cover and Use,,,EU 2013,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32013D0529,,"‘afforestation’ means the direct human-induced conversion of land that has not been forest for a period of at least 50 years to forest through planting, seeding and/or the human-induced promotion of natural seed sources, where the conversion has taken place after 31 December 1989",EU,,2013
ACTION TERMS,AFFORESTATION,Land Cover and Use,,rimboschimento,Italy,,,"Outplanting forest stock on areas previously managed for other uses (agricultural lands, barren lands, etc.) (ISTAT). 'Imboschimento'(afforestation) is used very seldom. From: Vittorio Tosi ISAFA Biometria <isafa.biofor@tqs.it and Lorenzo Ciccarese ciccarese@anpa.it ISTAT (1950-1997). Statistiche Forestali. Annuari 1-47. Istituto Nazionale di Statistica. Rome",,Italy,
ACTION TERMS,AFFORESTATION,Land Cover and Use,,,St. Lucia,,,"The planting of forest tree species in an area which was not occupied by forest before. (Source: Michael Andrew, chiefforest@maffe.org",St. Lucia,,
ACTION TERMS,AFFORESTATION,Land Cover and Use,,,UN-FAO,,,"The establishment of a tree crop on an area from which it has always or very long been absent. Where such establishment fails and is repeated, the latter may properly be termed reafforestation (FAO 1997",UN-FAO,,
ACTION TERMS,AFFORESTATION,Land Cover and Use,,,UN-FAO 2001,,,"Afforestation is the conversion from other land uses into forest, or the increase of the canopy cover to above the 10% threshold. Explanatory note (extract): Afforestation is the reverse of deforestation and includes areas that are actively converted from other land uses into forest through silvicultural measures. Afforestation also includes natural transitions into forest, for example on abandoned agricultural land or in burnt-over areas that have not been classified as forest during the barren period. As for deforestation, the conversion should be long-term, that is areas where the transition into forest is expected to last less than ten years, for example due to recurring fires, should not be classified as afforestation areas. Food and Agriculture Organization of the United Nations (FAO 2000b",UN-FAO,,2001
